id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_hotel,jumlah_hotel,satuan,tahun
287,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 2,4,UNIT,2016
288,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 3,1,UNIT,2016
289,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 4,1,UNIT,2016
290,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 5,0,UNIT,2016
291,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 1,0,UNIT,2016
292,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 2,0,UNIT,2016
293,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 3,0,UNIT,2016
294,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 4,0,UNIT,2016
295,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 5,0,UNIT,2016
296,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 1,0,UNIT,2016
297,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 2,0,UNIT,2016
298,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 3,0,UNIT,2016
299,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 4,0,UNIT,2016
300,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 5,0,UNIT,2016
301,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 1,1,UNIT,2016
302,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 2,1,UNIT,2016
303,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 3,2,UNIT,2016
304,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 4,0,UNIT,2016
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 5,0,UNIT,2016
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 1,1,UNIT,2016
307,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 2,0,UNIT,2016
308,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 3,2,UNIT,2016
309,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 4,1,UNIT,2016
310,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 5,0,UNIT,2016
311,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 1,0,UNIT,2016
312,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 2,0,UNIT,2016
313,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 3,0,UNIT,2016
314,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 4,0,UNIT,2016
315,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 5,0,UNIT,2016
316,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 1,0,UNIT,2016
317,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 2,1,UNIT,2016
318,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 3,2,UNIT,2016
319,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 4,0,UNIT,2016
320,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 5,0,UNIT,2016
321,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 1,0,UNIT,2016
322,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 2,2,UNIT,2016
323,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 3,1,UNIT,2016
324,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 4,0,UNIT,2016
325,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 5,0,UNIT,2016
326,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 1,0,UNIT,2016
327,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 2,0,UNIT,2016
328,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 3,7,UNIT,2016
329,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 4,0,UNIT,2016
330,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 5,0,UNIT,2016
331,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 1,0,UNIT,2016
332,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 2,0,UNIT,2016
333,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 3,2,UNIT,2016
334,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 4,1,UNIT,2016
335,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 5,0,UNIT,2016
336,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 1,2,UNIT,2016
337,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 2,1,UNIT,2016
338,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 3,3,UNIT,2016
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 4,7,UNIT,2016
340,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 5,1,UNIT,2016
341,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 1,0,UNIT,2016
342,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 2,1,UNIT,2016
343,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 3,1,UNIT,2016
344,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 4,1,UNIT,2016
345,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 5,1,UNIT,2016
346,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 1,0,UNIT,2016
347,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 2,0,UNIT,2016
348,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 3,6,UNIT,2016
349,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 4,2,UNIT,2016
350,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 5,0,UNIT,2016
351,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 1,0,UNIT,2016
352,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 2,0,UNIT,2016
353,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 3,0,UNIT,2016
354,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 4,0,UNIT,2016
355,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 5,0,UNIT,2016
356,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 1,1,UNIT,2016
357,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 2,8,UNIT,2016
358,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 3,12,UNIT,2016
359,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 4,8,UNIT,2016
360,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 5,0,UNIT,2016
361,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 1,5,UNIT,2016
362,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 2,10,UNIT,2016
363,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 3,10,UNIT,2016
364,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 4,0,UNIT,2016
365,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 5,0,UNIT,2016
366,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 1,10,UNIT,2016
367,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 2,25,UNIT,2016
368,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 3,41,UNIT,2016
369,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 4,32,UNIT,2016
370,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 5,9,UNIT,2016
371,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 1,0,UNIT,2016
372,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 2,7,UNIT,2016
373,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 3,10,UNIT,2016
374,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 4,4,UNIT,2016
375,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 5,0,UNIT,2016
376,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 1,1,UNIT,2016
377,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 2,0,UNIT,2016
378,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 3,0,UNIT,2016
379,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 4,1,UNIT,2016
380,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 5,0,UNIT,2016
381,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 1,0,UNIT,2016
382,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 2,0,UNIT,2016
383,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 3,2,UNIT,2016
384,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 4,1,UNIT,2016
385,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 5,0,UNIT,2016
386,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 1,0,UNIT,2016
387,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 2,0,UNIT,2016
388,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 3,1,UNIT,2016
389,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 4,0,UNIT,2016
390,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 5,0,UNIT,2016
391,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 1,1,UNIT,2016
392,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 2,4,UNIT,2016
393,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 3,3,UNIT,2016
394,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 4,0,UNIT,2016
395,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 5,0,UNIT,2016
396,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 1,0,UNIT,2016
397,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 2,0,UNIT,2016
398,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 3,0,UNIT,2016
399,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 4,0,UNIT,2016
400,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 5,0,UNIT,2016
401,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 1,0,UNIT,2017
402,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 2,0,UNIT,2017
403,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 3,7,UNIT,2017
404,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 4,2,UNIT,2017
405,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 5,1,UNIT,2017
406,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 1,0,UNIT,2017
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 2,1,UNIT,2017
408,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 3,1,UNIT,2017
409,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 4,1,UNIT,2017
410,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 5,0,UNIT,2017
411,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 1,2,UNIT,2017
412,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 2,6,UNIT,2017
413,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 3,3,UNIT,2017
414,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 4,3,UNIT,2017
415,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 5,0,UNIT,2017
416,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 1,0,UNIT,2017
417,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 2,0,UNIT,2017
418,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 3,0,UNIT,2017
419,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 4,0,UNIT,2017
420,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 5,0,UNIT,2017
421,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 1,0,UNIT,2017
422,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 2,4,UNIT,2017
423,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 3,1,UNIT,2017
424,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 4,1,UNIT,2017
425,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 5,0,UNIT,2017
426,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 1,0,UNIT,2017
427,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 2,0,UNIT,2017
428,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 3,0,UNIT,2017
429,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 4,0,UNIT,2017
430,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 5,0,UNIT,2017
431,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 1,0,UNIT,2017
432,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 2,0,UNIT,2017
433,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 3,0,UNIT,2017
434,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 4,0,UNIT,2017
435,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 5,0,UNIT,2017
436,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 1,1,UNIT,2017
437,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 2,1,UNIT,2017
438,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 3,2,UNIT,2017
439,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 4,0,UNIT,2017
440,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 5,0,UNIT,2017
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 1,1,UNIT,2017
442,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 2,0,UNIT,2017
443,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 3,2,UNIT,2017
444,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 4,1,UNIT,2017
445,32,JAWA BARAT,3209,KABUPATEN CIREBON,BINTANG 5,0,UNIT,2017
446,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 1,0,UNIT,2017
447,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 2,0,UNIT,2017
448,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 3,0,UNIT,2017
449,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 4,0,UNIT,2017
450,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BINTANG 5,0,UNIT,2017
451,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 1,0,UNIT,2017
452,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 2,1,UNIT,2017
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 3,2,UNIT,2017
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 4,0,UNIT,2017
455,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BINTANG 5,0,UNIT,2017
456,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 1,1,UNIT,2017
457,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 2,1,UNIT,2017
458,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 3,1,UNIT,2017
459,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 4,0,UNIT,2017
460,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BINTANG 5,0,UNIT,2017
461,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 1,0,UNIT,2017
462,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 2,3,UNIT,2017
463,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 3,4,UNIT,2017
464,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 4,0,UNIT,2017
465,32,JAWA BARAT,3213,KABUPATEN SUBANG,BINTANG 5,0,UNIT,2017
466,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 1,0,UNIT,2017
467,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 2,0,UNIT,2017
468,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 3,2,UNIT,2017
469,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 4,1,UNIT,2017
470,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BINTANG 5,0,UNIT,2017
471,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 1,2,UNIT,2017
472,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 2,1,UNIT,2017
473,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 3,5,UNIT,2017
474,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 4,5,UNIT,2017
475,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BINTANG 5,1,UNIT,2017
476,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 1,0,UNIT,2017
477,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 2,1,UNIT,2017
478,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 3,1,UNIT,2017
479,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 4,1,UNIT,2017
480,32,JAWA BARAT,3216,KABUPATEN BEKASI,BINTANG 5,1,UNIT,2017
481,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 1,0,UNIT,2017
482,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 2,0,UNIT,2017
483,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 3,6,UNIT,2017
484,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 4,2,UNIT,2017
485,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BINTANG 5,0,UNIT,2017
486,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 1,0,UNIT,2017
487,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 2,0,UNIT,2017
488,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 3,0,UNIT,2017
489,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 4,0,UNIT,2017
490,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BINTANG 5,0,UNIT,2017
491,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 1,1,UNIT,2017
492,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 2,8,UNIT,2017
493,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 3,12,UNIT,2017
494,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 4,8,UNIT,2017
495,32,JAWA BARAT,3271,KOTA BOGOR,BINTANG 5,0,UNIT,2017
496,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 1,5,UNIT,2017
497,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 2,10,UNIT,2017
498,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 3,10,UNIT,2017
499,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 4,0,UNIT,2017
500,32,JAWA BARAT,3272,KOTA SUKABUMI,BINTANG 5,0,UNIT,2017
501,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 1,10,UNIT,2017
502,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 2,25,UNIT,2017
503,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 3,41,UNIT,2017
504,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 4,32,UNIT,2017
505,32,JAWA BARAT,3273,KOTA BANDUNG,BINTANG 5,9,UNIT,2017
506,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 1,0,UNIT,2017
507,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 2,7,UNIT,2017
508,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 3,10,UNIT,2017
509,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 4,4,UNIT,2017
510,32,JAWA BARAT,3274,KOTA CIREBON,BINTANG 5,0,UNIT,2017
511,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 1,1,UNIT,2017
512,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 2,0,UNIT,2017
513,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 3,0,UNIT,2017
514,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 4,1,UNIT,2017
515,32,JAWA BARAT,3275,KOTA BEKASI,BINTANG 5,0,UNIT,2017
516,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 1,0,UNIT,2017
517,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 2,0,UNIT,2017
518,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 3,2,UNIT,2017
519,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 4,1,UNIT,2017
520,32,JAWA BARAT,3276,KOTA DEPOK,BINTANG 5,0,UNIT,2017
521,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 1,0,UNIT,2017
522,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 2,0,UNIT,2017
523,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 3,1,UNIT,2017
524,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 4,0,UNIT,2017
525,32,JAWA BARAT,3277,KOTA CIMAHI,BINTANG 5,0,UNIT,2017
526,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 1,1,UNIT,2017
527,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 2,4,UNIT,2017
528,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 3,3,UNIT,2017
529,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 4,0,UNIT,2017
530,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BINTANG 5,0,UNIT,2017
531,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 1,0,UNIT,2017
532,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 2,0,UNIT,2017
533,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 3,0,UNIT,2017
534,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 4,0,UNIT,2017
535,32,JAWA BARAT,3279,KOTA BANJAR,BINTANG 5,0,UNIT,2017
536,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 1,0,UNIT,2018
537,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 2,0,UNIT,2018
538,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 3,7,UNIT,2018
539,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 4,2,UNIT,2018
540,32,JAWA BARAT,3201,KABUPATEN BOGOR,BINTANG 5,1,UNIT,2018
541,32,JAWA BARAT,3201,KABUPATEN BOGOR,NON BINTANG,0,UNIT,2018
542,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 1,0,UNIT,2018
543,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 2,0,UNIT,2018
544,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 3,0,UNIT,2018
545,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 4,0,UNIT,2018
546,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BINTANG 5,0,UNIT,2018
547,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NON BINTANG,0,UNIT,2018
548,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 1,1,UNIT,2018
549,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 2,4,UNIT,2018
550,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 3,3,UNIT,2018
551,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 4,4,UNIT,2018
552,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BINTANG 5,1,UNIT,2018
553,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NON BINTANG,51,UNIT,2018
554,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 1,5,UNIT,2018
555,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 2,1,UNIT,2018
556,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 3,9,UNIT,2018
557,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 4,1,UNIT,2018
558,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BINTANG 5,1,UNIT,2018
559,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NON BINTANG,125,UNIT,2018
560,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 1,0,UNIT,2018
561,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 2,0,UNIT,2018
562,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 3,0,UNIT,2018
563,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 4,1,UNIT,2018
564,32,JAWA BARAT,3205,KABUPATEN GARUT,BINTANG 5,0,UNIT,2018
565,32,JAWA BARAT,3205,KABUPATEN GARUT,NON BINTANG,350,UNIT,2018
566,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 1,0,UNIT,2018
567,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 2,0,UNIT,2018
568,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 3,0,UNIT,2018
569,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 4,0,UNIT,2018
570,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BINTANG 5,0,UNIT,2018
571,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NON BINTANG,13,UNIT,2018
572,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 1,0,UNIT,2018
573,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 2,0,UNIT,2018
574,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 3,0,UNIT,2018
575,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 4,0,UNIT,2018
576,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BINTANG 5,0,UNIT,2018
577,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NON BINTANG,16,UNIT,2018
578,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 1,0,UNIT,2018
579,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BINTANG 2,1,UNIT,2018
